File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location,reporting_area_group
2013-06018,2013-08-07 20:02:00,2013-08-07 20:01:00,Rec. Stol. Property,408,Area 4,"200 MASSACHUSETTS AVE, Cambridge, MA",4
2018-03576,2018-05-30 19:44:00,2018-05-30 19:43:00,Hit and Run,606,Mid-Cambridge,"CAMBRIDGE ST & DANA ST, Cambridge, MA",6
2010-08176,2010-10-18 14:15:00,2010-10-18 14:15:00,Simple Assault,201,MIT,"0 CAMBRIDGE CTR, Cambridge, MA",2
2012-09907,2012-12-18 19:43:00,2012-12-18 14:00:00,Shoplifting,707,Riverside,"1200 MASSACHUSETTS AVE, Cambridge, MA",7
2011-04098,2011-06-05 01:19:00,2011-06-05 01:19:00,OUI,611,Mid-Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",6
2022-01263,2022-02-25 11:29:00,2022-02-25 01:00:00,Simple Assault,1002,West Cambridge,"100 WINTHROP ST, Cambridge, MA",10
2021-04625,2021-06-30 18:10:00,2021-06-30 18:09:00,Hit and Run,403,Area 4,"200 BROADWAY, Cambridge, MA",4
2010-03724,2010-05-26 23:41:00,2010-05-26 23:41:00,Aggravated Assault,403,Area 4,"100 WASHINGTON ST, Cambridge, MA",4
2013-01353,2013-02-25 03:14:00,2013-02-25 03:14:00,Trespassing,1101,North Cambridge,"0 White St, Cambridge, MA",11
2020-09220,2020-12-25 09:15:00,2020-12-25 09:14:00,Street Robbery,503,Cambridgeport,"200 BROOKLINE ST, Cambridge, MA",5
2011-01464,2011-03-01 13:45:00,2011-03-01 13:45:00,OUI,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2021-08062,2021-11-03 10:15:00,2021-11-01 13:40:00,Hit and Run,103,East Cambridge,"0 BROADWAY, Cambridge, MA",1
2023-03185,2023-04-18 13:59:00,2023-04-18 13:59:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2019-06188,2019-08-27 12:08:00,2019-08-27 12:08:00,Drinking in Public,501,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",5
2014-01862,2014-03-22 16:14:00,2014-03-22 16:13:00,Shoplifting,102,East Cambridge,"100 Cambridgeside Pl, Cambridge, MA",1
2015-08078,2015-10-26 21:12:00,2015-10-26 21:11:00,Admin Error,701,Riverside,"MASSACHUSETTS AVE & PLEASANT ST, Cambridge, MA",7
2020-01383,2020-02-25 20:40:00,2020-02-25 20:39:00,Hit and Run,1101,North Cambridge,"BEECH ST & MASSACHUSETTS AVE, Cambridge, MA",11
2016-02340,2016-04-09 19:24:00,2016-04-09 19:24:00,Warrant Arrest,508,Cambridgeport,"BROOKLINE ST & ERIE ST, Cambridge, MA",5
2014-00229,2014-01-11 21:57:00,2014-01-11 21:56:00,Trespassing,907,Peabody,"0 BOND ST, Cambridge, MA",9
2011-01756,2011-03-12 16:42:00,2011-03-12 16:42:00,Hit and Run,605,Mid-Cambridge,"0 QUINCY ST, Cambridge, MA",6
2021-00038,2021-01-03 14:34:00,2021-01-03 14:33:00,Threats,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2015-01337,2015-02-25 13:02:00,2015-02-25 13:02:00,Warrant Arrest,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2024-01638,2024-02-28 00:40:00,2024-02-28 00:39:00,Aggravated Assault,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2023-03110,2023-04-15 19:23:00,2023-04-15 17:47:00,Hit and Run,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2011-02570,2011-04-13 13:11:00,2011-04-13 13:11:00,Larceny from Building,302,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",3
2015-04651,2015-06-27 15:22:00,2015-06-27 15:22:00,Accident,1201,Highlands,"CONCORD AVE & FAWCETT ST, Cambridge, MA",12
2015-01474,2015-03-02 08:51:00,2015-02-26 10:30:00,Hit and Run,106,East Cambridge,"100 FULKERSON ST, Cambridge, MA",1
2021-06772,2021-09-17 17:37:00,2021-09-17 17:37:00,Warrant Arrest,1015,West Cambridge,"100 COOLIDGE HILL, Cambridge, MA",10
2023-08357,2023-09-13 22:02:00,2023-09-13 22:01:00,Aggravated Assault,502,Cambridgeport,"200 ALBANY ST, Cambridge, MA",5
2018-04939,2018-07-20 14:30:00,2018-07-20 14:29:00,Harassment,301,Inman/Harrington,"HARDING ST & JEFFERSON ST, Cambridge, MA",3
2022-09072,2022-11-15 15:24:00,2022-11-15 15:23:00,Trespassing,301,Inman/Harrington,"0 HUNTING ST, Cambridge, MA",3
2009-04075,2009-06-06 13:25:00,2009-06-06 13:25:00,Aggravated Assault,501,Cambridgeport,"Massachusetts Ave & PEARL ST, Cambridge, MA",5
2009-06473,2009-08-31 17:30:00,2009-08-31 17:30:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2015-05300,2015-07-18 20:08:00,2015-07-18 15:47:00,Mal. Dest. Property,602,Mid-Cambridge,"1000 MASSACHUSETTS AVE, Cambridge, MA",6
2020-04628,2020-07-20 16:28:00,2020-07-20 16:28:00,Larceny of Bicycle,804,Agassiz,"0 Prentiss St, Cambridge, MA",8
2016-08351,2016-11-16 08:38:00,2016-11-16 08:38:00,Accident,203,MIT,"MASSACHUSETTS AVE & VASSAR ST, Cambridge, MA",2
2014-00949,2014-02-11 11:06:00,2014-02-11 11:05:00,Admin Error,1303,Strawberry Hill,"0 CORCORAN LN, Cambridge, MA",13
2019-02842,2019-04-29 14:56:00,2019-04-29 14:56:00,Flim Flam,1111,North Cambridge,"0 MAGOUN ST, Cambridge, MA",11
2023-05003,2023-06-07 10:44:00,2023-06-07 10:43:00,Forgery,1006,West Cambridge,"0 APPLETON RD, Cambridge, MA",10
2012-03138,2012-04-30 20:53:00,2012-04-30 20:53:00,Aggravated Assault,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2021-03063,2021-05-08 17:26:00,2021-05-08 17:26:00,Simple Assault,601,Mid-Cambridge,"0 Temple St, Cambridge, MA",6
2010-00007,2010-01-01 05:02:00,2010-01-01 05:02:00,Phone Calls,1109,North Cambridge,"0 JEFFERSON PARK, Cambridge, MA",11
2017-03618,2017-05-31 13:48:00,2017-05-29 00:50:00,Housebreak,707,Riverside,"0 HOLYOKE PL, Cambridge, MA",7
2021-00425,2021-01-20 13:29:00,2021-01-12 13:47:00,Auto Theft,703,Riverside,"0 RIVER ST, Cambridge, MA",7
2009-03154,2009-05-03 00:58:00,2009-05-03 00:53:00,Simple Assault,707,Riverside,"1100 Massachusetts Ave, Cambridge, MA",7
2011-08021,2011-10-12 15:11:00,2011-10-12 15:10:00,Larceny of Bicycle,610,Mid-Cambridge,"AMORY ST & ST MARY RD, Cambridge, MA",6
2015-06401,2015-08-25 17:16:00,2015-08-25 17:15:00,Taxi Violation,408,Area 4,"200 MASSACHUSETTS AVE, Cambridge, MA",4
2020-00159,2020-01-07 13:38:00,2020-01-07 13:37:00,Hit and Run,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2019-07167,2019-09-30 12:43:00,2019-09-30 12:42:00,Admin Error,1102,North Cambridge,"2200 MASSACHUSETTS AVE, Cambridge, MA",11
2011-01948,2011-03-19 13:01:00,2011-03-19 13:01:00,Admin Error,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2021-01299,2021-02-26 14:36:00,2021-02-26 14:35:00,Larceny from Residence,101,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",1
2021-06743,2021-09-16 14:03:00,2021-09-16 14:02:00,Admin Error,101,East Cambridge,"0 WATER ST, Cambridge, MA",1
2020-04371,2020-07-11 09:45:00,2020-07-11 09:45:00,Threats,504,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",5
2024-04360,2024-05-25 20:15:00,2024-05-25 08:45:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2011-05688,2011-07-28 00:48:00,2011-07-28 00:47:00,Street Robbery,1010,West Cambridge,"Hawthorne St & Mount Auburn St, Cambridge, MA",10
2011-01730,2011-03-11 15:00:00,2011-03-11 15:00:00,Hit and Run,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2022-09545,2022-12-01 17:44:00,2022-12-01 17:43:00,Drugs,601,Mid-Cambridge,"MASSACHUSETTS AVE & TEMPLE ST, Cambridge, MA",6
2019-00872,2019-02-08 16:46:00,2019-02-08 16:45:00,Mal. Dest. Property,108,East Cambridge,"BINNEY ST & THIRD ST, Cambridge, MA",1
2012-09084,2012-11-18 13:10:00,2012-11-18 12:50:00,Hit and Run,1301,Strawberry Hill,"700 Mount Auburn St, Cambridge, MA",13
2009-04775,2009-07-02 18:23:00,2009-07-02 18:23:00,Hit and Run,508,Cambridgeport,"100 MAGAZINE ST, Cambridge, MA",5
2012-03455,2012-05-12 11:29:00,2012-05-12 04:00:00,Mal. Dest. Property,903,Peabody,"Avon St & Martin St, Cambridge, MA",9
2023-04749,2023-05-31 08:20:00,2023-05-31 08:19:00,Warrant Arrest,1002,West Cambridge,"0 STORY ST, Cambridge, MA",10
2013-03354,2013-05-12 11:48:00,2013-05-12 11:47:00,Warrant Arrest,302,Inman/Harrington,"300 WEBSTER AVE, Cambridge, MA",3
2012-06269,2012-08-13 18:46:00,2012-08-13 18:45:00,Shoplifting,1301,Strawberry Hill,"0 WHITE ST, Cambridge, MA",13
2016-00359,2016-01-18 01:13:00,2016-01-18 01:12:00,Warrant Arrest,1017,West Cambridge,"300 Mount Auburn St, Cambridge, MA",10
2022-00668,2022-01-31 15:56:00,2022-01-31 15:56:00,Accident,502,Cambridgeport,"PACIFIC ST & SIDNEY ST, Cambridge, MA",5
2010-04453,2010-06-19 09:52:00,2010-06-19 06:30:00,Hit and Run,510,Cambridgeport,"0 FAIRMONT AVE, Cambridge, MA",5
2023-04416,2023-05-21 15:24:00,2023-05-21 15:23:00,Housebreak,910,Peabody,"0 WALDEN SQUARE RD, Cambridge, MA",9
2022-07055,2022-09-13 17:01:00,2022-09-13 17:01:00,Drugs,601,Mid-Cambridge,"0 TEMPLE ST, Cambridge, MA",6
2019-07519,2019-10-12 23:57:00,2019-10-12 23:56:00,Warrant Arrest,108,East Cambridge,"100 Sixth St, Cambridge, MA",1
2010-03895,2010-06-02 15:55:00,2010-06-02 15:55:00,Flim Flam,605,Mid-Cambridge,"1600 CAMBRIDGE ST, Cambridge, MA",6
2021-04840,2021-07-09 18:25:00,2021-07-09 18:25:00,Drugs,501,Cambridgeport,"GREEN ST & MAGAZINE ST, Cambridge, MA",5
2019-00235,2019-01-11 17:08:00,2019-01-11 17:08:00,Aggravated Assault,702,Riverside,"100 HOWARD ST, Cambridge, MA",7
2014-01090,2014-02-17 21:40:00,2014-02-17 21:40:00,Threats,1301,Strawberry Hill,"100 HOMER AVE, Cambridge, MA",13
2024-00349,2024-01-13 13:51:00,2024-01-13 13:51:00,Warrant Arrest,1002,West Cambridge,"0 BRATTLE ST, Cambridge, MA",10
2010-01652,2010-03-11 19:20:00,2010-03-11 19:20:00,Drugs,605,Mid-Cambridge,"Cambridge St & Roberts Rd, Cambridge, MA",6
2022-06807,2022-09-05 23:09:00,2022-09-05 23:08:00,Hit and Run,701,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",7
2018-07902,2018-11-07 10:49:00,2018-11-07 10:48:00,Shoplifting,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2023-08623,2023-09-21 20:49:00,2023-09-21 20:49:00,Trespassing,1201,Highlands,"100 WHEELER ST, Cambridge, MA",12
2013-05357,2013-07-18 21:43:00,2013-07-18 20:30:00,Aggravated Assault,107,East Cambridge,"300 CAMBRIDGE ST, Cambridge, MA",1
2014-07863,2014-10-16 18:17:00,2014-10-10 18:01:00,Larceny from Residence,506,Cambridgeport,"0 LOPEZ ST, Cambridge, MA",5
2011-03542,2011-05-18 17:01:00,2011-05-18 17:00:00,Simple Assault,405,Area 4,"200 Windsor St, Cambridge, MA",4
2016-02660,2016-04-21 18:39:00,2016-04-21 18:38:00,Warrant Arrest,701,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",7
2011-07301,2011-09-19 12:33:00,2011-09-19 12:33:00,Larceny from Residence,607,Mid-Cambridge,"0 WARE ST, Cambridge, MA",6
2010-06504,2010-08-25 22:26:00,2010-08-25 22:26:00,Rec. Stol. Property,302,Inman/Harrington,"CAMBRIDGE ST & PROSPECT ST, Cambridge, MA",3
2019-02052,2019-03-28 19:03:00,2019-03-28 19:03:00,Hit and Run,501,Cambridgeport,"MASSACHUSETTS AVE & SIDNEY ST, Cambridge, MA",5
2022-01251,2022-02-24 22:53:00,2022-02-24 22:53:00,Missing Person,605,Mid-Cambridge,"0 IRVING ST, Cambridge, MA",6
2010-09535,2010-12-09 13:34:00,2010-12-08 14:09:00,Forgery,1014,West Cambridge,"0 LAKEVIEW AVE, Cambridge, MA",10
2012-00913,2012-02-05 08:35:00,2012-02-05 08:35:00,Warrant Arrest,304,Inman/Harrington,"400 CARDINAL MEDEIROS AVE, Cambridge, MA",3
2016-01764,2016-03-17 11:42:00,2016-03-17 11:42:00,Suspicious Package,708,Riverside,"100 WINTHROP ST, Cambridge, MA",7
2024-03121,2024-04-17 18:26:00,2024-04-16 19:56:00,Larceny from Residence,909,Peabody,"100 WALDEN ST, Cambridge, MA",9
2014-07300,2014-09-27 10:18:00,2014-09-27 10:18:00,Suspicious Package,103,East Cambridge,"300 KENDALL ST, Cambridge, MA",1
2021-05574,2021-08-05 15:00:00,2021-08-05 15:00:00,Suspicious Package,1111,North Cambridge,"2600 MASSACHUSETTS AVE, Cambridge, MA",11
2016-06189,2016-08-24 12:53:00,2016-08-23 23:20:00,Simple Assault,904,Peabody,"Huron Ave & Raymond St, Cambridge, MA",9
2014-02226,2014-04-06 15:17:00,2014-04-06 15:16:00,Admin Error,610,Mid-Cambridge,"0 AMORY ST, Cambridge, MA",6
2020-03292,2020-05-29 17:21:00,2020-05-29 17:20:00,Aggravated Assault,411,Area 4,"700 MASSACHUSETTS AVE, Cambridge, MA",4
2023-09006,2023-10-03 16:27:00,2023-10-03 16:26:00,Aggravated Assault,411,Area 4,"600 Massachusetts Ave, Cambridge, MA",4
2022-06076,2022-08-12 17:21:00,2022-08-12 17:21:00,Simple Assault,1013,West Cambridge,"300 Fresh Pond Pky, Cambridge, MA",10
2011-10224,2011-12-27 17:23:00,2011-12-27 17:22:00,Simple Assault,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2023-08578,2023-09-20 14:16:00,2023-09-20 14:15:00,Hit and Run,104,East Cambridge,"GORE ST & SCIARAPPA ST, Cambridge, MA",1
2013-01098,2013-02-15 12:52:00,2013-02-15 12:52:00,Larceny from MV,506,Cambridgeport,"AUBURN ST & BROOKLINE ST, Cambridge, MA",5
2012-04414,2012-06-14 20:43:00,2012-06-14 20:42:00,Larceny from Building,702,Riverside,"1000 MASSACHUSETTS AVE, Cambridge, MA",7
2023-08939,2023-10-01 19:47:00,2023-10-01 19:46:00,Shoplifting,501,Cambridgeport,,5
2016-05890,2016-08-13 22:54:00,2016-08-13 22:54:00,Hit and Run,1106,North Cambridge,"HOLLIS ST & MASSACHUSETTS AVE, Cambridge, MA",11
2010-01809,2010-03-18 03:30:00,2010-03-18 03:30:00,Larceny from MV,602,Mid-Cambridge,"LEE ST & Massachusetts Ave, Cambridge, MA",6
2013-01190,2013-02-19 11:45:00,2013-02-19 11:45:00,Hit and Run,803,Agassiz,"1600 MASSACHUSETTS AVE, Cambridge, MA",8
2020-00399,2020-01-16 15:20:00,2020-01-16 15:19:00,Aggravated Assault,708,Riverside,"0 JFK ST, Cambridge, MA",7
2018-07836,2018-11-04 00:12:00,2018-11-03 23:30:00,Larceny from Building,404,Area 4,"100 HAMPSHIRE ST, Cambridge, MA",4
2014-02988,2014-05-05 21:18:00,2014-05-05 21:18:00,Housebreak,1006,West Cambridge,"0 HEALEY ST, Cambridge, MA",10
2013-10114,2013-12-29 01:26:00,2013-12-29 01:26:00,Warrant Arrest,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2020-08850,2020-12-09 18:48:00,2020-12-09 18:47:00,Shoplifting,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2017-05118,2017-07-26 03:38:00,2017-07-26 03:37:00,Mal. Dest. Property,905,Peabody,"0 WASHINGTON AVE, Cambridge, MA",9
2013-04291,2013-06-15 08:55:00,2013-06-15 08:55:00,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2013-04756,2013-06-29 00:31:00,2013-06-29 00:30:00,Mal. Dest. Property,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2013-04984,2013-07-07 02:30:00,2013-07-07 02:29:00,Simple Assault,1002,West Cambridge,"100 Mount Auburn St, Cambridge, MA",10
2010-01399,2010-03-01 17:22:00,2010-03-01 17:22:00,Missing Person,602,Mid-Cambridge,"100 HANCOCK ST, Cambridge, MA",6
2017-05065,2017-07-23 18:06:00,2017-07-23 18:05:00,Admin Error,507,Cambridgeport,"0 KELLY RD, Cambridge, MA",5
2019-02525,2019-04-17 13:47:00,2019-04-17 13:00:00,Larceny of Plate,707,Riverside,"1200 MASSACHUSETTS AVE, Cambridge, MA",7
2021-08785,2021-11-30 18:44:00,2021-11-30 18:43:00,Flim Flam,507,Cambridgeport,"0 WOODROW WILSON CT, Cambridge, MA",5
2023-09027,2023-10-04 08:56:00,2023-10-04 08:56:00,Warrant Arrest,403,Area 4,"0 NEWTOWNE CT, Cambridge, MA",4
2018-07107,2018-10-06 05:37:00,2018-10-06 05:36:00,Accident,305,Inman/Harrington,"COLUMBIA ST & HAMPSHIRE ST, Cambridge, MA",3
2013-07888,2013-10-06 21:04:00,2013-10-06 21:04:00,Trespassing,501,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",5
2013-07884,2013-10-06 19:08:00,2013-10-06 19:07:00,Warrant Arrest,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2019-05292,2019-07-27 16:11:00,2019-07-19 21:30:00,Simple Assault,1105,North Cambridge,"2000 MASSACHUSETTS AVE, Cambridge, MA",11
2016-05985,2016-08-16 20:42:00,2016-08-16 20:41:00,Admin Error,1006,West Cambridge,"100 APPLETON ST, Cambridge, MA",10
2014-09409,2014-12-11 05:32:00,2014-12-11 05:32:00,Accident,203,MIT,"MASSACHUSETTS AVE & VASSAR ST, Cambridge, MA",2
2016-02666,2016-04-21 22:10:00,2016-04-21 22:10:00,Warrant Arrest,1108,North Cambridge,"100 MONTGOMERY ST, Cambridge, MA",11
2018-09078,2018-12-21 11:54:00,2018-11-29 12:00:00,Flim Flam,702,Riverside,"900 MASSACHUSETTS AVE, Cambridge, MA",7
2020-00032,2020-01-02 11:35:00,2020-01-02 11:34:00,Housebreak,607,Mid-Cambridge,"400 HARVARD ST, Cambridge, MA",6
2017-07983,2017-11-07 22:41:00,2017-11-07 22:41:00,Accident,605,Mid-Cambridge,"0 QUINCY ST, Cambridge, MA",6
2018-00102,2018-01-06 21:36:00,2018-01-06 21:35:00,Admin Error,708,Riverside,"100 WINTHROP ST, Cambridge, MA",7
2012-07470,2012-09-22 01:06:00,2012-09-22 01:05:00,Warrant Arrest,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2016-04967,2016-07-11 13:09:00,2016-07-11 13:08:00,Trespassing,912,Peabody,"200 GARDEN ST, Cambridge, MA",9
2012-08420,2012-10-25 02:26:00,2012-10-25 02:25:00,Threats,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2020-07729,2020-11-05 17:04:00,2020-11-05 17:03:00,Taxi Violation,602,Mid-Cambridge,"800 MASSACHUSETTS AVE, Cambridge, MA",6
2013-07670,2013-09-29 20:51:00,2013-09-29 20:50:00,Accident,1201,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2014-07548,2014-10-06 07:30:00,2014-10-06 07:30:00,Admin Error,611,Mid-Cambridge,"BROADWAY & CAMBRIDGE ST, Cambridge, MA",6
2013-01374,2013-02-25 17:50:00,2013-02-25 17:50:00,Accident,1002,West Cambridge,"CHURCH ST & MASSACHUSETTS AVE, Cambridge, MA",10
2022-09436,2022-11-28 14:39:00,2022-11-17 15:52:00,Threats,102,East Cambridge,"100 FIRST ST, Cambridge, MA",1
2021-02409,2021-04-12 13:22:00,2021-03-13 23:00:00,Aggravated Assault,106,East Cambridge,"0 LAMBERT ST, Cambridge, MA",1
2014-01064,2014-02-16 17:25:00,2014-02-16 17:25:00,Threats,301,Inman/Harrington,"700 CAMBRIDGE ST, Cambridge, MA",3
2015-05536,2015-07-26 02:09:00,2015-07-26 02:09:00,Simple Assault,1002,West Cambridge,"0 CHURCH ST, Cambridge, MA",10
2023-05578,2023-06-23 13:17:00,2023-06-23 13:16:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2014-00276,2014-01-13 18:39:00,2014-01-08 12:00:00,Forgery,1014,West Cambridge,"100 LAKEVIEW AVE, Cambridge, MA",10
2016-04057,2016-06-10 11:43:00,2016-06-10 11:42:00,Accident,303,Inman/Harrington,"BINNEY ST & CARDINAL MEDEIROS AVE, Cambridge, MA",3
2009-04002,2009-06-03 23:04:00,2009-06-03 23:04:00,Missing Person,403,Area 4,"200 HARVARD ST, Cambridge, MA",4
2020-04535,2020-07-16 23:31:00,2020-07-16 23:31:00,Housebreak,305,Inman/Harrington,"300 ELM ST, Cambridge, MA",3
2015-05360,2015-07-21 07:58:00,2015-07-21 07:57:00,Accident,901,Peabody,"GARDEN ST & MASSACHUSETTS AVE, Cambridge, MA",9
2021-00672,2021-01-30 20:06:00,2021-01-30 20:06:00,Larceny from Residence,507,Cambridgeport,"200 RIVER ST, Cambridge, MA",5
2011-05687,2011-07-27 22:45:00,2011-07-26 22:30:00,Housebreak,604,Mid-Cambridge,"0 MAPLE AVE, Cambridge, MA",6
2014-06710,2014-09-08 13:54:00,2014-09-08 13:54:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2018-09289,2018-12-31 02:57:00,2018-12-31 02:56:00,Shoplifting,1101,North Cambridge,"0 White St, Cambridge, MA",11
2009-06710,2009-09-09 15:59:00,2009-09-09 15:59:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2018-00791,2018-02-06 21:08:00,2018-02-06 05:30:00,Housebreak,605,Mid-Cambridge,"100 KIRKLAND ST, Cambridge, MA",6
2010-05961,2010-08-08 13:21:00,2010-08-08 13:21:00,Stalking,506,Cambridgeport,"0 SPERIDAKIS TER, Cambridge, MA",5
2013-01311,2013-02-23 03:35:00,2013-02-23 03:35:00,Aggravated Assault,703,Riverside,"100 RIVER ST, Cambridge, MA",7
2016-06909,2016-09-20 23:28:00,2016-09-20 23:28:00,Suspicious Package,203,MIT,"0 AMES ST, Cambridge, MA",2
2022-08353,2022-10-24 11:04:00,2022-10-24 11:04:00,Hit and Run,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2023-06070,2023-07-08 17:05:00,2023-07-08 17:05:00,Accident,1111,North Cambridge,"BROOKFORD ST & MASSACHUSETTS AVE, Cambridge, MA",11
2013-05139,2013-07-12 11:47:00,2013-07-12 11:46:00,Admin Error,702,Riverside,"FRANKLIN ST & HANCOCK ST, Cambridge, MA",7
2018-07339,2018-10-15 17:12:00,2018-10-15 17:12:00,Extortion/Blackmail,509,Cambridgeport,"200 CHESTNUT ST, Cambridge, MA",5
2013-04957,2013-07-05 23:35:00,2013-07-05 23:34:00,Larceny of Bicycle,403,Area 4,"BROADWAY & CLARK ST, Cambridge, MA",4
2016-06246,2016-08-26 15:39:00,2016-08-26 15:39:00,Shoplifting,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2020-07210,2020-10-21 15:59:00,2020-10-21 15:58:00,Simple Assault,909,Peabody,"VINCENT ST & WALDEN ST, Cambridge, MA",9
2014-05535,2014-08-01 23:35:00,2014-08-01 23:34:00,Larceny from Person,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2016-04290,2016-06-17 23:28:00,2016-06-17 23:27:00,Larceny from Person,708,Riverside,"1400 MASSACHUSETTS AVE, Cambridge, MA",7
2020-03608,2020-06-11 10:49:00,2020-06-11 10:48:00,Forgery,604,Mid-Cambridge,"100 ANTRIM ST, Cambridge, MA",6
2009-05122,2009-07-16 10:22:00,2009-07-14 15:00:00,Auto Theft,406,Area 4,"200 NORFOLK ST, Cambridge, MA",4
2020-01367,2020-02-25 12:17:00,2020-02-25 12:17:00,Threats,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2014-09378,2014-12-10 01:22:00,2014-12-10 01:21:00,Street Robbery,707,Riverside,"100 Banks St, Cambridge, MA",7
2014-07867,2014-10-16 19:46:00,2014-10-16 19:46:00,Simple Assault,1007,West Cambridge,"100 BRATTLE ST, Cambridge, MA",10
2012-07191,2012-09-12 16:03:00,2012-09-12 16:02:00,Aggravated Assault,606,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",6
2017-03742,2017-06-04 22:25:00,2017-06-04 21:16:00,Hit and Run,1302,Strawberry Hill,"700 Mount Auburn St, Cambridge, MA",13
2020-08454,2020-11-26 00:36:00,2020-11-26 00:35:00,Larceny from Person,609,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",6
2010-06590,2010-08-28 15:20:00,2010-08-28 15:20:00,Flim Flam,305,Inman/Harrington,"400 WINDSOR ST, Cambridge, MA",3
2017-03189,2017-05-15 19:39:00,2017-05-15 19:38:00,Drugs,501,Cambridgeport,"GREEN ST & MAGAZINE ST, Cambridge, MA",5
2014-05599,2014-08-04 14:25:00,2014-08-04 14:24:00,Liquor Possession/Sale,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2012-09650,2012-12-09 16:37:00,2012-12-09 16:37:00,Aggravated Assault,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2020-01187,2020-02-18 08:52:00,2020-02-18 08:52:00,Admin Error,701,Riverside,,7
2012-00563,2012-01-22 20:40:00,2012-01-22 20:39:00,Mal. Dest. Property,411,Area 4,"BISHOP ALLEN DR & ESSEX ST, Cambridge, MA",4
2014-04509,2014-06-27 12:36:00,2014-06-27 12:36:00,Hit and Run,706,Riverside,"400 WESTERN AVE, Cambridge, MA",7
2021-04713,2021-07-05 10:06:00,2021-07-01 19:00:00,Larceny from Residence,702,Riverside,"100 KINNAIRD ST, Cambridge, MA",7
2022-07955,2022-10-13 12:05:00,2022-10-08 15:00:00,Larceny from Building,1002,West Cambridge,"0 BRATTLE ST, Cambridge, MA",10
2013-09240,2013-11-21 19:04:00,2013-11-21 19:04:00,Missing Person,910,Peabody,"0 WALDEN SQUARE RD, Cambridge, MA",9
2019-07117,2019-09-28 18:55:00,2019-09-28 18:54:00,Mal. Dest. Property,410,Area 4,"ALBANY ST & ERIE ST, Cambridge, MA",4
2022-08396,2022-10-25 13:16:00,2022-10-11 14:27:00,Larceny of Bicycle,902,Peabody,"0 WALKER TER, Cambridge, MA",9
2021-05853,2021-08-15 14:03:00,2021-08-15 14:03:00,Admin Error,508,Cambridgeport,"300 PEARL ST, Cambridge, MA",5
2021-06599,2021-09-10 22:26:00,2021-09-10 22:25:00,Forgery,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2016-03443,2016-05-20 13:24:00,2016-05-20 13:23:00,Suspicious Package,510,Cambridgeport,,5
